0437	0	-2.459404706954956
0437	1	-4.85559606552124
0437	2	-1.0776383876800537
0437	3	-3.3154191970825195
0437	4	-3.3170650005340576
0437	5	-3.5246689319610596
0437	6	-4.408822536468506
0437	7	-4.85559606552124
0437	8	-2.6854407787323
0437	9	-1.88467276096344
0437	10	-3.9441006183624268
0437	11	-1.755585789680481
0437	12	-3.9517242908477783
0437	13	0.0020475133787840605
0437	14	-4.801268577575684
0437	15	-4.85559606552124
0437	16	-3.8948895931243896
0437	17	-0.446507066488266
0437	18	-8.19367504119873
0437	19	-4.114538669586182
0438	0	-3.0172231197357178
0438	1	-2.506199598312378
0438	2	-1.5741310119628906
0438	3	-2.458547353744507
0438	4	-1.6112568378448486
0438	5	-2.8017337322235107
0438	6	-1.7389312982559204
0438	7	-2.665910482406616
0438	8	-1.8779398202896118
0438	9	-4.230629920959473
0438	10	0.399228036403656
0438	11	-2.280733585357666
0438	12	-1.5496922731399536
0438	13	0.7839419841766357
0438	14	-3.995971202850342
0438	15	-0.4198589324951172
0438	16	-2.2168757915496826
0438	17	2.005814552307129
0438	18	-1.7039859294891357
0438	19	-2.0332119464874268
0438	20	-0.9222586750984192
0438	21	-0.7130903601646423
0438	22	-1.9223986864089966
0439	0	-1.464263677597046
0439	1	-2.8643996715545654
0439	2	-2.38313889503479
0439	3	2.011472463607788
0439	4	-0.6202810406684875
0439	5	-3.1450603008270264
0439	6	-1.9466276168823242
0439	7	-5.06109619140625
0439	8	-1.0792958736419678
0439	9	-3.43418025970459
0439	10	-2.1825406551361084
0439	11	-2.827880382537842
0439	12	-3.475893259048462
0439	13	-3.6213982105255127
0439	14	-2.4693899154663086
0439	15	-3.173631429672241
0439	16	-2.117255210876465
0439	17	-2.117255210876465
0439	18	-4.859045505523682
0439	19	-0.3855324685573578
0439	20	-2.9476821422576904
0439	21	-0.7928202152252197
0439	22	-2.024475574493408
0439	23	-1.6242170333862305
0439	24	-0.6345772743225098
0439	25	-0.03183365613222122
0439	26	-2.2552549839019775
0439	27	-3.8553202152252197
0439	28	-1.5431687831878662
0439	29	0.12182273715734482
0433	0	-2.0165913105010986
0433	1	-2.4812824726104736
0433	2	1.992671251296997
0433	3	-1.226591944694519
0433	4	-0.5171846151351929
0433	5	-0.5341101884841919
0433	6	-3.4378161430358887
0433	7	-0.4744090735912323
0433	8	-2.7767856121063232
0433	9	0.663548469543457
0433	10	-4.359943389892578
0433	11	-4.509165287017822
0433	12	-0.01358775608241558
0433	13	-0.8750098943710327
0433	14	-2.3359713554382324
0433	15	1.8561989068984985
0433	16	-3.1541831493377686
0433	17	-0.8536232709884644
0433	18	-2.629366397857666
0434	0	-0.7265200614929199
0434	1	-2.7991795539855957
0434	2	-2.605741262435913
0434	3	-2.57413911819458
0434	4	-1.0616298913955688
0434	5	-1.7895102500915527
0434	6	-3.858825445175171
0434	7	-0.4159739017486572
0434	8	-1.7739036083221436
0434	9	-3.4217541217803955
0434	10	-2.5211946964263916
0434	11	-1.9827395677566528
0434	12	-2.877331018447876
0434	13	-3.7203481197357178
0434	14	-2.4410314559936523
0434	15	-0.4636511206626892
0434	16	-3.193185329437256
0434	17	-3.187293767929077
0434	18	-3.252709150314331
0434	19	-3.4217541217803955
0434	20	-1.1210182905197144
0434	21	-4.0780510902404785
0434	22	-2.949490785598755
0434	23	-2.4376730918884277
0434	24	-4.288243770599365
0434	25	-2.9575889110565186
0434	26	-1.612975835800171
0435	0	-5.557769298553467
0435	1	-4.461734294891357
0435	2	-4.940569877624512
0435	3	-1.2779661417007446
0435	4	0.6496707797050476
0435	5	-4.734877109527588
0435	6	-4.929915428161621
